ID#PUNTUACIÓN#COMENTARIO
83#1#El pasado 31 hice un  pedido de tres articulos. Después de recibir varios correos retrasando la entrega, el último q recibo se vence el plazo y nadie se comunica conmigo. Envío un correo preguntando por mi pedido y me comunican q uno de los artículos no me lo pueden servir. Q puedo coger otro modelo o bien recibir el resto del pedido y el reembolso del articulo q no tienen
84#1#Compré un neumático Cubierta Kenda Karma Elite 29x2.20 Tubeless Ready, lo recibí y lo monté el neumatico pierde aire/liquido antipinchazos por la mitad del balón porque es un neumático defectuoso y me dicen que lo tenía que haber devuelto porque no es tubeless y no lo tenía que haber montado, no saben lo que venden porque los dos neumáticos kenda karma que venden son tubeless ,
85#1#El servicio post venta es una estafa , no responden a las 24 h como dicen.  Realice un pedido el 25 de mayo que devolví y aun sigo esperando el reembolso. He contactado con atención al cliente, pero nadie contesta . No volveré a comprar , ni lo recomiendo
86#1#He pedido un artículo en Deporvillage.it (número de pedido: 301259669) . He recibido un producto diferente al que pedí. Inmediatamente escribí a soporte. He de decir que sólo se puede contactar con ellos por correo electrónico, el chat virtual NO FUNCIONA, en el número de teléfono (de pago), NO RESPONDE NADIE.
87#1#Llegan tarde los pedidos ponen información. Falsa en los envíos de su página lo buscas por la página de la empresa k te lo va entregar y no lo han recogido todavía eso si ellos lo ponen en reparto tienen un número de teléfono que no sirve de nada ya k te cuelgan sin atenderte al final mandas un Mail como te dicen para esperar dos dias más a una respuesta y tu paquete que tenia que haber sido entregado hace tres dias en cuanto me contesten os cuento
88#1#Muy mala tienda, horrible el envío y la preparación.
89#1#Compré unas zapatillas que eran bastante más grandes lo que esperaba. Ya me sorprendió que no hiciesen cambios por talla, tienes que realizar el proceso de retorno y devolución y comprar unas nuevas.
90#1#Incompetentes no, lo siguiente....
91#1#He comprado unos bastones de trekking, dos veces, para mis vacaciones que empiezan el día 19 de junio.
105#1#Ya puse un comentario sobre mi pedido 104184008, aún no me han devuelto el dinero, respondí a su correo y hasta ahora. 
106#1#Ya puse un comentario sobre mi pedido 104184008, aún no me han devuelto el dinero, respondí a su correo y hasta ahora. 
107#2#Me han enviado una bici equivocada, de una gama inferior, tardan 3 dias en contestar y cuando lo hacen es para pedirme fotos.
108#5#Todo perfecto siempre. Realizo bastantes compras y si tengo devoluciones no me han puesto ningún inconveniente y todo ha sido perfecto. La verdad es que es un gusto comprar en webs así. Rapido, sencillo y eficiente
109#5#Precios incomparables, mi pedido llegó en perfectas condiciones, envío inmediato, sin duda volveré a comprar.
110#1#Realice un pedido el día 08/06/22 con el N°104207595, estamos a día 14 y no tengo notificación del envío, imposible contactar con atención al cliente.
111#1#No es una página que demuestre seriedad a sus clientes. Hice un pedido el 27 de mayo y supuestamente llegaba entre el 8 y 11 de junio. El día antes del 8 de junio me dicen que han cambiado la fecha para 1 mes más, porque no había stock del proovedor. Después de eso envié varios correos para solicitar la devolución del dinero a mi cuenta paypal y no a la tarjeta, ya que me encuentro en viaje y está inutilizable. A lo que ellos me responden como robot diciendo que han empezado el proceso de devolución sin responder ningun correo. Muy poca seriedad y en la página no todo esta en stock
112#4#Buen precio,falta información en productos
113#5#Buenos productos, calidad  y precio
114#4#Ha sido mi primera compra, compre 2 zapatillas de trail, en 2 dias las tube en el punto de recogida, unas me venian grandes y las devolvi, han tardado 4 dias en hacerme el ingreso en cuenta. Para el canvio de talla de las zapatillas tube que hacer otro pedido y en 2 dias las tube. Buena experiencia, muy correctos, espero que siga asi, porque ganaran clientes
115#5#Siempre que compro en este comercio tengo una experiencia muy buena, además cuando tengo que ponerme en contacto con atención al cliente el trato es muy amable y siempre contestas a cualquier duda (devoluciones, cambios, etc)
116#5#Todo rápido y eficaz. Cualquier cosa la tienen. Una maravilla
117#5#Increíble ... un grandísimo equipo de profesionales ....muchas gracias
118#4#Por la variedad de productos, por la entregas rápidas y por los gastos de envio gratis al comprar 49€.
119#5#Todas las compras realizadas han sido fáciles de gestionar y la recepción puntual.
121#5#Llevo varios años comprando en Deporvillage.
122#4#Descubrí esta tienda y por ahora estoy contento con los productos y el tiempo de envío. Pero estaría bien que los descuentos por comprar no los dieran después de una compra, sino antes y por fidelidad.
123#5#Buenos productos a precios competitivos.
125#5#Sin duda mi tienda favorita para comprar productos deportivos.
139#5#Mi experiencia con Deporvillage hasta ahora ha sido muy positiva. Buena pagina, variedad y buenos precios, sobre todo los articulos en oferta. Lo que mas valoro de las tiendas online que frecuento es el servicio postventa, y en Deporvillage ha sido excelente, tanto en las devoluciones que he realizado, como con las comunicaciones o consultas. Y encima es una empresa nacional , que mas se puede pedir
140#5#Mi experiencia con Deporvillage hasta ahora ha sido muy positiva. Buena pagina, variedad y buenos precios, sobre todo los articulos en oferta. Lo que mas valoro de las tiendas online que frecuento es el servicio postventa, y en Deporvillage ha sido excelente, tanto en las devoluciones que he realizado, como con las comunicaciones o consultas. Y encima es una empresa nacional , que mas se puede pedir
141#5#Confío totalmente en esta tienda online, ya que el servicio de venta y la calidad del producto son muy buenos.
142#5#Envio rapido y productos de calidad.
143#5#Todos los envíos a tiempo en perfectas condiciones.
144#4#Todo correcto , envío rápido y en perfectas condiciones.
145#5#Calidad en el servicio, no hay duda
146#5#Tienda muy recomendable para artículos deportivos. Tienen una gran variedad y una gran calidad de los artículos. Los envíos son muy rápidos. La única reclamación que puse me la resolvieron rápidamente e incluso me recompensaron sin tener por qué. Seguiré comprando con ellos.
148#5#Gran tienda de deportes, en la que encuentras todo lo que buscas a unos precios excepcionales. Yo repito constantemente.
149#4#Hasta ahora mi experiencia la puedo calificar como positiva, en Deporvillage puedes encontrar una enorme variedad de artículos deportivos de infinidad de marcas de primer nivel, los plazos de entrega son razonables y las devoluciones fáciles mediante punto pack.
150#4#Tienen de casi todo y el precio de los mejores. Entrega correcta en todos los pedidos hasta ahora.
151#5#Empecé a compar en esta tienda desde hace un año y hasta ahora todo ha ido perfecto, relación calidad/precio, buenos descuentos y envíos
153#4#ENTREGA INMEDIATA Y GRAN VARIEDAD DE PRODUCTOS
155#5#Serios, profesionales y amables.
156#4#Casi siempre todo muy bien. Además, suelen hacer ofertas con algún % de descuento. No pongo las 5 estrellas porque 1 vez tuve un problema con un casco de ciclismo que ofertaban pero no tenían en stock pese a seguir anunciándolo. Anulé el pedido y me devolvieron el dinero, todo bien. Pero me hicieron perder 1 mes.
157#4#Productos de calidad y rapidez en la entrega. Debe mejorar la búsqueda de producto en su web con más filtros
158#5#Siempre perfecto y si no se puede enviar te lo comentan siempre. Los mejores precios y mucho material.
159#5#Todos mis pedidos han llegado a tiempo y en excelentes condiciones :)
173#4#El envío ha sido muy rápido y la relación calidad-precio está muy bien. Recomiendo la página.
174#4#El envío ha sido muy rápido y la relación calidad-precio está muy bien. Recomiendo la página.
175#5#Los Pedidos en el tiempo correcto y la devolución que hice sin problema. Todo bien.
176#5#En casa, hace años que compramos en DEPORVILLAGE, sobre todo productos de ciclismo y calzado deportivo para niños. Todo es positivo, el servicio, la rapidez de entrega y la gestión de devoluciones.
178#5#Buenos precios y envíos rápidos, muy recomendable.
179#1#He comprado una gafas Julbo, las cuales tenían entrega 24h. En los datos del envío salía fecha de entrega: 9 de Junio. Ayer ya me llegó un mail que el pedido se iba a retrasar. Hoy me ha vuelto a llegar otro mail que el pedido se va a volver a retrasar, que llegará entre el 13-14. 
180#1#Lamentable atención al cliente y gestión de pedidos. Estas navidades hice un pedido que se retrasó semanas y finalmente cancelé porque no llegó ni de lejos a tiempo. Posteriormente me lo enviaron igual. A los meses me reclamaron el dinero, cuando yo pensaba que por la espera y los constantes contactos me lo habían regalado. Pero no fue así. Tampoco lo podía devolver porque algún artículo fue usado. En definitiva una muy mala experiencia de un cliente que compraba mucho. Digo compraba porque no volveré a consumir en esta plataforma en la que lejos de facilitar la compra y resolver problemas los provocan
181#1#Realicé mi pedido de unas zapatillas el 6 de junio, en la web te pone que en 24 h recibes el pedido, lo cual me pareció extraño.
182#1#Ofrecen envíos en 24hrs, incluso sin stock. Una vez cobrado, te contactan para retrasarte el envio hasta que finalmente se incumplen todos los plazos, y cansado de esperar cancelas.
183#1#Lamentable. Y más cuando he leído aquí que lo que me ha pasado le ha ocurrido a más personas. Ufff un poco sospechoso.
184#1#Mi experiencia con deporvillage NO HA PODIDO SER PEOR. Empresa a la que no le importa el cliente, poco profesional y nada seria. 
185#1#Una empresa impresentable. Después de adquirir un calzado online, comprobar que no me queda bien, y solicitar la devolución, y devolverlo en su embalaje original, se niegan a aceptar la devolución.
186#4#Actualizado recibido, lo habían enviado al local GLS más cercano, el problema fue que estaba mal el móvil, las zapatillas cumplen con lo que había visto, gracias.
187#5#Muy serios , envían rapidísimo y da gusto como gestionan tu pedido! Super recomendable
188#1#Una estrella porque no deja cero. El 11 de Mayo compre una camiseta y una gorra para una prueba que tenía el 14. La fecha de entrega es el 13.  Tras no recibir notificación ninguna y comprobar que mi pedido sigue en reparto, contacto con el servicio de atención al cliente desde donde se me indicó que el pedido ha sido entregado erróneamente en otro punto, que contactaran con la empresa de trasporte y me darán solución. Nada de eso ocurre, soy yo el que he tenido que llamar hasta en 4 ocasiones y aún sigo esperando la entrega. Evidentemente ya no tiene sentido el pedido ( la prueba fue el 14 y estamos a 16), prodecere a la devolución y jamas volveré a comer en este sitio. No se plantean compensar el daño al cliente, tu cumples tu parte del contrato pagando, ellos no cumplen su parte, entregando en tiempo y aquí no pasa nada. Lamentable
189#5#Llevo ya mucho tiempo comprando en Deporvillage y claramente es magnífica en relación calidad precio y atención al cliente. Los pocos problemas que he tenido me lo han solucionado eficiente, vamos una atención al cliente de 10
190#5#Todo correcto. El envío es muy rápido y los precios son muy ajustados todo el año lo que hace que sea mi tienda de ropa deportiva de referencia y confianza.
191#4#Soy comprador asiduo en deporvillage y siempre he tenido una buena experiencia, los productos son tal como se describen y en caso de devolución nunca he tenido problema. El único pero es que en ciertos productos la cobertura de garantia/devolución puede no ser suya si no del fabricante, y eso a veces puede ser un autentico engorro.
193#5#Siempre muy buena entrega, rapidos y muy buenos precios
207#5#Mejor web deportiva que he usado. Precios sin competencia. Facilidad de envío y devolución.
208#5#Mejor web deportiva que he usado. Precios sin competencia. Facilidad de envío y devolución.
209#5#Buen servicio postventa. Solución rápida y eficaz ante un problema.
210#4#Buena empresa de confianza. Buenos productos. Buen precio
211#4#Rápidos y eficientes, buenos artículos buenos precios.
212#5#Buenos precios, ningún problema a la hora de hacer una devolucion
213#5#Tiene un gran surtido con precios muy competitivos. 
214#4#Muy rápidos en la entrega y ningún problema en los cambios.
215#5#Rapidez, stock y buen precio
216#5#No hay ninguna tienda online que te permita devolver los productos siempre, tal vez no sea muy rápida la devolución , o se demoren alguna vez los envíos, pero todo no se puede tener.
217#5#Muy Buen servicio, precios aceptables.
218#5#Gran catálogo, precio-calidad imbatible
219#4#Se equivocaron de número en un pedido online.
220#5#Muy buen servicio: rápido y con buena atención al cliente.
221#5#Buen catálogo de productos. Aunque nunca llegan en las 24horas que te dicen.
222#5#EXCELENTE SERVICIO DE ENTREGA Y FACILIDADES CON LA DEVOLUCIÓN.
223#5#Barato y rápido. Qué más se puede pedir?
225#5#Buenos precios , buenas opciones !!
226#5#Como siempre buen precio, servicio y calidad. Rapidez en la entrega
241#5#Siempre encuentro los productos que estoy buscando y los envíos son muy rápidos, muy conforme.
242#5#Siempre encuentro los productos que estoy buscando y los envíos son muy rápidos, muy conforme.
243#5#Tienda excepcional con unos precios mucho más que competitivos, seriedad, calidad y envíos muy muy rápidos. Prefiero comprar aquí que en amazon.
244#5#Todo bien en general. El producto correspondía con la descripción, de precio estaba bastante bien y la entrega fue rápida y en orden. Sólo he realizado este pedido, pero muy satisfecha.
245#1#Realizo un pedido el miercoles día 11, los productos en teoría estaban en stock para entrega en 24H, los pedí porque era un regalo de cumpleaños para ese fin de semana y lo iba a recibir el día 12.
246#2#SIN DAR EXPLICACIONES DE NADA Y HABIENDO PAGADO LOS PORTES ME RETRASAN LA FECHA DE ENTREGA DE TRES A CINCO DIAS. ME PARECE INACEPTABLE :NO REPITO COMPRA AQUI
247#1#He comprado un neopreno Sailfish Atack y me ha llegado roto. He solicitado una garantía a deporvillage y he enviado el producto para analizar. Ha pasado un mes y medio y no tengo ni el producto ni el dinero (357€). Tenía competiciones donde usar ese neopreno y me he tenido que comprar otro. He solicitado el dinero y/o el neopreno (incluso el roto) para poder finalizar el proceso pero no se me da opción alguna mas que esperar. Totalmente desaconsejable. Ahora mismo me encuentro a la espera de resolución de una reclamación en consumo. He dejado una opinión en su web, pero no la han publicado, 0 transparencia.
248#1#Muy decepcionado. Anuncian productos que no tienen en stock garantizando que llega en 24h. Siguen diciéndome que lo van a enviar hoy mismo pero no es así, una semana esperando el producto que se pagó el día del pedido. No me dan explicación del problema que hay, que básicamente es que han vendido un producto que no tienen.
249#1#Compré un bañador de cometición Arena carbon Glide en esta tienda.
250#1#Compré un culote el 26 de abril, me dijeron que venía el 28, luego que el entre el 29 y 13 de mayo, exigí que viniera cuanto antes, luego me vuelven a enviar un email que el 29 y al cabo de unas horas que el 3 de mayo. Tengo una desconfianza total de cuando me va a llegar el producto, es un regalo y además es un dineral lo que ha costado. Exijo me lo entreguen en el día de hoy que es cuando me han dicho
251#1#Compré cinco pares de mancuernas. Me llegaron tres pares y dos mancuernas sueltas. Reclamé las otras dos mancuernas sueltas y un mes después ni tengo ya todo lo que compré, ni me han dado una explicación ni, por supuesto, una solución al problema. Un fraude en toda regla. Por suerte compré por PayPal y por ahí voy a reclamar la devolución del importe correspondiente. Nunca más vuelvo a comprar aquí.
252#1#Pedido realizado a principios de abril (4/abril) todavía no está entregado. Cuando voy al enlace para realizar el seguimiento todavía está en "pedido realizado", aunque estaba previsto para el día 18 de abril (ya me parecía mucho tiempo)
253#1#Me ha llegado el pedido tarde, mojado, faltando artículos y cuando reclamé (con fotos) no me contestaron. Les he llamado por teléfono y ahora me dicen que es demasiado tarde. Servicio pésimo. No volveré a comprar.
254#3#Compre una prenda de deporte, me quedaba pequeña y la devolvi, les llego el 23 de marzo y mas de un mes después no me han devuelto el importe. Tened cuidado, a veces hay que insistir y terminan cumpliendo.
255#1#Un horror por partida doble, en Enero hice un pedido, según WEB había stock de todo y el envío se hizo con una de las empresas que ofertan.
256#1#Producto defectuoso. Política de devolución nefasta
257#1#Hice un pedido y 10 días después aún no lo he recibido cuando el compromiso de entrega son 72 horas, he intentado que en atención al cliente me dieran solución y el contacto con ellos por la web ha sido nefasto. les he enviado una hoja de reclamaciones oficial por email para que me la devuelvan cumplimentada y sellada para llevarla a consumo y ni me la han devuelto sellada(cosa que es ilegal). o la agencia de transporte ha perdido el paquete, o deporvillage no lo ha enviado, pero ni lo miran, ni me dan solución y el problema no es mío que soy el cliente y soy el que pago. el problema en sí no es la demora, sino la falta de información y el servicio pésimo que dan al cliente. mientras tanto mi pedido está en el limbo, los días pasan, y sigo esperando....
258#5#La mejor tienda online de ciclismo. Sin duda su amplio catálogo y sus devoluciones gratuitas hacen de esta tienda mi favorita.
260#3#Envio rapido siempre que haya stock.
261#1#Atención al cliente pésima. Descontrol. Me han enviado unas zapatillas distintas a las que pedí y no me dan solución. En el chat me dicen que tengo que enviar un email, en el email respuesta copia-pega de que lo revisarán pero 0 soluciones. Era un regalo y me lo fastidiaron.
275#1#Buenas tardes,
276#1#Buenas tardes,
277#4#Variedad, precios razonables, devoluciones gratuitas posibles aunque algunos artículos tardan en llegar.
279#5#Experiencia excepcional como siempre, volveré a adquirir productos nuevamente.
280#5#Servico extraordinario, siempre han solucionado muy bien cualquier problema. Buenos precios y gran variedad de articulos de muchos deportes.
281#5#Muchas marcas de muy buena calidad  y buenos precios y mejor atención cliente y devolución, la mejor página.
282#5#Servicio rápido y sobre todo eficiente. Lo recomiendo en comparación con otras tiendas online de material deportivo.
284#5#Buenos productos, rapidez en la entrega y sin problema con las devoluciones
285#5#Ràpido en la entrega y materiales de primera cadlidad. 
286#5#Calidad, precio y rapidez en la entrega
287#5#Son Increíbles las zapatillas, súper cómodas, tanto para ir a la Montaña como para andar en tu día a día,  la mejor zapatilla que he comprado, un trato increíble  y envíos rápidos. 👍🏻
288#5#Perfecta, el envío sobresaliente
289#5#Envío en tiempo esperado. Producto perfecto! Recomendable
290#5#Compro bastante en Deporvillage, siempre hay stock de casi todo y si no, te avisan con un e-mail. Precio super competitivo. La rapidez con la que llegan los pedidos es sorprendente, si tienes una incidencia te lo solucionan por teléfono con diligencia. 
291#5#Todo fenomenal, sin ningún problema cuando he comprado a través de esta página; agradezco poder hablar con una persona por teléfono cuando hay algún problema. Las dos veces que me ha pasado me lo han solucionado todo con diligencia y rapidez.
292#5#Tienda sería, con mucha variedad de artículos y buenos precios
295#5#Ha sido una opción magnifica contar en nuestro grupo cliclista con DEPORVILLAGE
309#5#Buena variedad y selección de productos y marcas, he pedido varios artículos en los últimos doce meses y nunca he tenido problemas. Y en un caso en el que tuve que devolver el producto, la gestión fue fácil y rápida.
310#5#Buena variedad y selección de productos y marcas, he pedido varios artículos en los últimos doce meses y nunca he tenido problemas. Y en un caso en el que tuve que devolver el producto, la gestión fue fácil y rápida.
311#5#Artículos de primer nivel a precios razonables, servicio excelente y buena respuesta ante cambios o devoluciones.
313#4#Muy buen sitio para comprar ropa de deporte entrega rápida. Y devolución sin problema.
314#5#Buena tienda online
315#5#Mucha variedad de productos a precios económicos.
317#5#Tienda muy recomendable, buen precio, rapidez en el envío y gran servicio postventa.
318#4#Tienda con buenos precios y gran cantidad de productos, los envios son muy rapidos.
319#4#Tienda especializada en artículos deportivos a muy buen precio. Buena atención al cliente
321#5#Las veces que he comprado, todo ha sido impecable. Compraré más veces seguramente.
322#5#Tuve que devolver los artículos comprados y todo fueron facilidades. Muy buen servicio de devolución!!
323#5#Mi experiencia ha sido excelente cuando he comprado aquí. Pero tenía una pregunta, cuánto me costaría devolver unas botas si no me convencen?
324#5#Me ha llegado en menos de un día...perfecto todo
325#1#Estoy esperando la hoja de reclamaciones y ni siquiera dais respuesta. 4 meses desde avería y recepción del aparato que sigue estropeado.
326#1#Adquirí una chaqueta dynafit. La probé en mi domicilio. Al comprobar que la talla no era correcta y, en el mismo estado en que la recibí, la empaqueté para ser devuelta y adquirir la talla adecuada. He recibido un correo que adjunta fotografías con manchas en la prenda, diciendo que se rechaza la devolución por estar usada.
327#2#Cuando haces el pedido te dicen que la entrega es en 24 horas, pero en mi caso tardó 5 días. Además, en su web aparecía como enviado, mientras que en la web de la agencia ponía que estaba pendiente de recoger. Puse una reseña en la web de Deporvillage que no aparece publicada.
328#3#Hice una compra  el día 7/03/2022 de unas zapatillas que eran para un regalo, pagando lo correspondiente por gastos de envío para entrega en 24 horas, me llega un correo y se me informa que el miércoles 09/03, recibiría mi pedido, pues nada, pasaban los días y nadie sabía de mi pedido, ni deporvillage ni GLS, me daban razón de dónde estaba mi paquete, de hecho tuve que salir a comprar otras zapatillas para poder cumplir con mi compromiso, lo que supuso un gasto extra, fué tanto mi enfado que empecé a enviar correos y mas correos a deporvillage, que por cierto me han bloqueado y no puedo enviarles ningún correo, porque de GLS, me decían que era con ellos con los que debia tramitar el reclamo en cuestión, en resumen de toda esta historia, hoy 14/03 recibí mi paquete al fin, todo ha llegado correctamente, tarde, pero llegó y con la mala suerte que el tipo de zapatillas que compré viene de tallaje muy grande y he tenido que gestionar la devolución para el reembolso del dinero porque no me permiten hacer un cambio de talla, sino que tengo hacer otra compra por el numero que quiero y no cuento con más dinero para hacer esa operación. El asunto es, y quiero recalcarlo, es que, de todo lo que pude investigar, es que  GLS Hospitalet de Llobregat, que fueron los encargados de retirar el paquete de Deporvillage en la fecha correcta, "perdieron", ni ellos mismos saben como, el paquete en cuestión, y siendo esto así, en ningún momento se pusieron en contacto conmigo y darme una explicación y sus correspondientes disculpas. Ellos me decían que era a deporvillage a los que tenía que reclamar y no era sí. Mis más sinceras disculpas por todas las cosas que pude haber dicho. Mi valoración para Deporvillage en relación calidad/precio son los mejores.
329#4#Buena tienda on line, fiable y segura. Los envíos también son rápidos. Solo por los precios, que podrían ser un poco más competitivos no le doy la última estrella.
343#5#El mejor precio, los mejores productos y la mejor atención al cliente.
344#5#El mejor precio, los mejores productos y la mejor atención al cliente.
345#4#En general satisfecho con los tiempos de entrega y el proceso para devolver artículos. Quizás las descripciones en algunos artículos podrían ser mejore.
347#5#Todo muy bien. Genial
348#5#Compra sencilla y entrega rápida
349#5#Entrega antes de lo previsto, producto en perfecto estado y al mejor precio. Seguro que repetiré, ha sido mi primera compra.
350#1#Muy descontento con el servicio de postventa. Realicé un pedido de 4 cubiertas de bicicleta y una de ellas llegó rajada. Desconozco si los desperfectos los causó la empresa de transporte o ya venían desde la tienda. El caso es que ni por un lado ni por otro nadie se hace responsable y al final es el cliente el que sale perdiendo y se queda sin su artículo. Me dejaron tirado y a partir de un momento dejaron de contestar a mis mensajes. Pierden un cliente y ganan mala crítica en redes sociales, app de ciclismo y boca a boca.
351#4#Rapidez y buenos precios, genial
352#5#Compro a menudo aquí por su facilidad, rapidez, rápida y fácil resolución de devoluciones e incidencias.... Buenos precios...
353#4#Rápido, fiable y con buenas ofertas
354#5#Llevo años comprando y siempre genial 
355#5#Contenta con la compra realizada en Deporvillage
356#5#Rápido, precio y calidad. Volveré a comprar.
357#4#Genial, e realizado varías compras y nunca e tenido un problema.
358#5#Buena variedad de productos, y buena relación calidad precio.
360#5#Gran variedad de productos, buenos precios y muy buen servicio postventa. Rapidez en la entrega.
361#5#Pagina 100% recomendable, llevo más de 2 años comprándoles y ni una sola pega en todo este tiempo. Envios bien embalados y siempre a tiempo, para mi un 10.
377#5#Una gran variedad de productos. Rapidez en el envío de productos. Facilidad para la compra.
378#5#Una gran variedad de productos. Rapidez en el envío de productos. Facilidad para la compra.
379#5#Me encanta comprar en Deporvillage, buenos precios, variedad y servicio al cliente excepcional.
380#5#Excelente tienda. Envios muy rapido a baleares. Buena comunicacion. Excelentes ofertas. Sinceramente volvere a comprarles.
381#5#Recibí el pedido en el plazo establecido, productos de calidad a buenos precios. Recomendable.
382#5#100% recomendable. Cumplieron el plazo de entrega y todo en perfectas condiciones. Volveré a comprar en Deporvillage.
383#5#Tienen buenos productos de todos los deportes y de muchas marcas. Destaco la celeridad en el envío y la eficacia en la devolución. Muy recomendable.
384#5#Muy buen trato en atención al cliente y un catálogo muy completo. Sólo una vez se retrasaron con el envío y me compensaron automáticamente. Devoluciones y reembolsos sin problemas. Una de mis tiendas de confianza online.
385#5#He comprado varias veces y con devoluciones. Nunca he tenido problemas. Tienda excelente
386#5#Excelente atención al cliente.
387#5#Entrega rápida y el producto cumple con las expectativas. Magnífica tienda para compras de productos deportivos.
388#5#Buenos precios, rapidez y cuando he tenido algún problema lo han resuelto rápidamente
